,응시기간,시험명,학년, 응시일자,전체,국어,영어,수학,과학,사회,역사
820,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,299,86,51.0,42.0,,30.0,90.0
821,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,370,75,79.0,94.0,,53.0,69.0
822,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,313,36,18.0,27.0,100.0,71.0,61.0
823,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,36,36,0.0,0.0,,0.0,
824,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,98,47,51.0,0.0,,0.0,0.0
825,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,81,29,11.0,18.0,,23.0,0.0
826,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,295,68,47.0,71.0,,56.0,53.0
827,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,122,25,47.0,50.0,,0.0,0.0
828,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,265,79,54.0,71.0,,61.0,0.0
829,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-17 00:00:00,211,61,29.0,60.0,,61.0,
830,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-18 00:00:00,217,51,65.0,48.0,,53.0,
831,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-18 00:00:00,422,93,79.0,71.0,56.0,67.0,56.0
832,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-18 00:00:00,252,68,51.0,42.0,,61.0,30.0
833,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-18 00:00:00,140,86,54.0,0.0,,0.0,0.0
834,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-18 00:00:00,141,18,29.0,18.0,,38.0,38.0
835,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,295,86,47.0,68.0,,79.0,15.0
836,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,76,54,22.0,0.0,,0.0,0.0
837,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,211,40,58.0,60.0,,38.0,15.0
838,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,147,43,36.0,0.0,45.0,23.0,0.0
839,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,38,0,29.0,9.0,0.0,0.0,0.0
840,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,296,79,100.0,56.0,,61.0,
841,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,72,72,0.0,0.0,,0.0,0.0
842,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-19 00:00:00,79,79,0.0,0.0,,0.0,0.0
843,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,252,63,63.0,63.0,,63.0,
844,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,51,51,,,,,
845,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,94,54,40.0,0.0,,0.0,0.0
846,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,370,93,93.0,94.0,,90.0,
847,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,123,43,65.0,0.0,,15.0,
848,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,18,0,18.0,0.0,,0.0,
849,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,341,86,100.0,71.0,,61.0,23.0
850,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,375,75,93.0,37.0,61.0,53.0,56.0
851,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,68,68,,,,,
852,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,148,22,40.0,0.0,15.0,56.0,15.0
853,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-20 00:00:00,138,58,43.0,37.0,,,
854,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,252,63,63.0,63.0,,63.0,
855,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,286,93,47.0,42.0,71.0,33.0,0.0
856,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,61,61,0.0,0.0,0.0,0.0,0.0
857,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,175,36,93.0,46.0,,0.0,0.0
858,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,126,54,72.0,0.0,,0.0,0.0
859,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,326,68,47.0,51.0,45.0,67.0,48.0
860,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,150,75,75.0,0.0,0.0,0.0,0.0
861,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,215,22,36.0,41.0,48.0,15.0,53.0
862,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,190,79,40.0,18.0,,38.0,15.0
863,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-21 00:00:00,369,75,54.0,63.0,53.0,71.0,53.0
864,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,252,63,63.0,63.0,,63.0,
865,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,90,29,47.0,14.0,0.0,0.0,0.0
866,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,33,22,11.0,0.0,,0.0,0.0
867,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,310,68,58.0,83.0,,53.0,48.0
868,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,61,61,0.0,0.0,0.0,0.0,0.0
869,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,285,43,51.0,66.0,,56.0,69.0
870,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,54,54,0.0,0.0,,0.0,0.0
871,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,186,93,93.0,0.0,,0.0,
872,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,33,33,0.0,0.0,0.0,0.0,0.0
873,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,312,29,47.0,52.0,82.0,23.0,79.0
874,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-22 00:00:00,47,47,0.0,0.0,,0.0,0.0
875,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,131,36,18.0,9.0,,45.0,23.0
876,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,116,58,58.0,0.0,,0.0,0.0
877,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,122,75,47.0,0.0,,0.0,0.0
878,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,206,54,11.0,27.0,53.0,46.0,15.0
879,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,40,40,0.0,0.0,,0.0,0.0
880,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,75,75,,,,,
881,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,93,93,0.0,0.0,,0.0,0.0
882,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,451,93,100.0,88.0,38.0,71.0,61.0
883,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,161,18,11.0,41.0,,45.0,46.0
884,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,61,61,0.0,0.0,,0.0,0.0
885,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-23 00:00:00,187,50,36.0,32.0,,69.0,
886,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,65,11,54.0,0.0,,0.0,0.0
887,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,140,93,47.0,0.0,,0.0,0.0
888,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,230,61,72.0,14.0,45.0,23.0,15.0
889,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,54,54,0.0,0.0,,0.0,0.0
890,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,18,0,18.0,0.0,0.0,0.0,0.0
891,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,108,54,54.0,0.0,,0.0,0.0
892,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,144,93,51.0,0.0,,0.0,
893,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,90,61,29.0,0.0,,0.0,0.0
894,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,179,93,86.0,,,,
895,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,108,61,47.0,0.0,,0.0,0.0
896,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,54,54,0.0,0.0,0.0,0.0,0.0
897,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,267,93,86.0,88.0,,0.0,0.0
898,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,148,0,40.0,9.0,15.0,15.0,69.0
899,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,256,18,54.0,23.0,,61.0,100.0
900,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,168,75,93.0,0.0,,0.0,0.0
901,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,191,29,40.0,38.0,,69.0,15.0
902,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,350,68,100.0,65.0,,38.0,79.0
903,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,124,61,54.0,9.0,,0.0,
904,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,86,86,,,,,
905,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,97,25,72.0,0.0,,0.0,0.0
906,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,264,86,54.0,23.0,48.0,15.0,38.0
907,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,75,75,0.0,0.0,,0.0,0.0
908,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,293,54,33.0,36.0,53.0,38.0,79.0
909,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-24 00:00:00,130,33,29.0,0.0,,15.0,53.0
910,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,202,40,72.0,37.0,,53.0,
911,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,54,36,18.0,0.0,,0.0,0.0
912,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,18,0,18.0,0.0,,0.0,0.0
913,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,43,43,0.0,0.0,0.0,0.0,0.0
914,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,54,0,54.0,0.0,,0.0,0.0
915,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,11,11,0.0,0.0,,0.0,0.0
916,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,215,86,54.0,60.0,,0.0,15.0
917,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,61,61,0.0,0.0,,0.0,
918,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,137,58,79.0,0.0,,0.0,0.0
919,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,165,54,40.0,18.0,,38.0,15.0
920,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,68,68,0.0,0.0,0.0,0.0,0.0
921,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,226,58,40.0,49.0,,79.0,0.0
922,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-25 00:00:00,180,58,54.0,0.0,30.0,23.0,15.0
923,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,191,33,18.0,41.0,,38.0,61.0
924,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,25,25,0.0,0.0,0.0,0.0,0.0
925,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,165,79,86.0,0.0,,0.0,0.0
926,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,252,63,63.0,63.0,,63.0,
927,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,68,68,0.0,0.0,,0.0,0.0
928,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,36,36,0.0,0.0,,0.0,0.0
929,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,137,47,22.0,23.0,,15.0,30.0
930,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,29,29,0.0,0.0,,0.0,0.0
931,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,270,68,40.0,76.0,,38.0,48.0
932,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-26 00:00:00,47,47,0.0,0.0,,0.0,0.0
933,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,285,51,93.0,88.0,,53.0,
934,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,147,93,54.0,0.0,,0.0,
935,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,195,54,22.0,18.0,,45.0,56.0
936,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,40,40,,,,,
937,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,90,22,36.0,32.0,,0.0,0.0
938,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,202,61,54.0,57.0,15.0,15.0,0.0
939,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,305,54,100.0,72.0,,56.0,23.0
940,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,65,47,18.0,0.0,,0.0,0.0
941,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,86,11,11.0,18.0,,0.0,46.0
942,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,168,75,93.0,0.0,0.0,0.0,0.0
943,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,252,63,63.0,63.0,,63.0,
944,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,232,68,79.0,32.0,,53.0,
945,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,47,47,0.0,0.0,,0.0,0.0
946,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,301,75,51.0,76.0,,61.0,38.0
947,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,108,29,79.0,0.0,,0.0,0.0
948,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,194,29,29.0,37.0,,61.0,38.0
949,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,133,68,65.0,0.0,,0.0,
950,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,119,61,58.0,0.0,,0.0,0.0
951,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-27 00:00:00,180,47,11.0,46.0,,53.0,23.0
952,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-28 00:00:00,69,0,18.0,28.0,,23.0,
953,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-28 00:00:00,365,75,93.0,67.0,,61.0,69.0
954,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-28 00:00:00,157,75,29.0,23.0,,30.0,
955,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-28 00:00:00,76,29,47.0,0.0,,0.0,
956,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,205,47,29.0,51.0,48.0,30.0,0.0
957,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,243,75,22.0,37.0,,38.0,71.0
958,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,244,36,54.0,55.0,,53.0,46.0
959,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,252,63,63.0,63.0,,63.0,
960,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,252,63,63.0,63.0,,63.0,
961,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,252,63,63.0,63.0,,63.0,
962,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,252,63,63.0,63.0,,63.0,
963,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,252,68,72.0,89.0,,23.0,
964,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-29 00:00:00,139,61,40.0,23.0,,15.0,
965,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,100,100,0.0,0.0,,0.0,0.0
966,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,29,29,0.0,0.0,0.0,0.0,0.0
967,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,252,63,63.0,63.0,,63.0,
968,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,129,68,61.0,0.0,,0.0,0.0
969,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,94,29,65.0,0.0,,0.0,0.0
970,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,252,63,63.0,63.0,,63.0,
971,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,75,75,0.0,0.0,,0.0,
972,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,190,68,18.0,51.0,,53.0,0.0
973,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,147,68,79.0,0.0,,0.0,0.0
974,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,188,47,47.0,41.0,,53.0,
975,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,69,11,58.0,0.0,,0.0,0.0
976,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,75,75,,,,,
977,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,252,63,63.0,63.0,,63.0,
978,2021. 12 ~2022. 12,AI진단평가,중2,2022-04-30 00:00:00,352,86,72.0,66.0,,38.0,90.0
979,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,345,100,58.0,41.0,30.0,63.0,53.0
980,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,163,68,40.0,55.0,,0.0,0.0
981,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,140,93,47.0,0.0,,0.0,0.0
982,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,50,50,0.0,0.0,,0.0,0.0
983,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,302,100,29.0,82.0,,53.0,38.0
984,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,212,54,58.0,9.0,,45.0,46.0
985,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,275,93,43.0,71.0,,30.0,38.0
986,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,86,68,18.0,0.0,0.0,0.0,0.0
987,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-01 00:00:00,50,50,0.0,0.0,0.0,0.0,0.0
988,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,75,75,0.0,0.0,,0.0,0.0
989,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,22,22,0.0,0.0,,0.0,0.0
990,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,252,63,63.0,63.0,,63.0,
991,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,203,22,54.0,66.0,,38.0,23.0
992,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,269,79,54.0,37.0,,46.0,53.0
993,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,252,63,63.0,63.0,,63.0,
994,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,285,75,58.0,51.0,56.0,15.0,30.0
995,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,308,61,47.0,32.0,48.0,90.0,30.0
996,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-02 00:00:00,79,79,,,,,
997,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-03 00:00:00,184,54,29.0,32.0,,69.0,0.0
998,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-03 00:00:00,252,63,63.0,63.0,,63.0,
999,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-03 00:00:00,252,63,63.0,63.0,,63.0,
1000,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-03 00:00:00,58,18,40.0,,,,
1001,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-04 00:00:00,158,86,72.0,0.0,,0.0,0.0
1002,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-04 00:00:00,252,63,63.0,63.0,,63.0,
1003,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-04 00:00:00,326,75,86.0,94.0,,71.0,
1004,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-04 00:00:00,202,36,51.0,70.0,,30.0,15.0
1005,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-04 00:00:00,272,47,86.0,60.0,,56.0,23.0
1006,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-04 00:00:00,267,43,65.0,38.0,30.0,38.0,53.0
1007,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-05 00:00:00,292,47,58.0,62.0,,79.0,46.0
1008,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-05 00:00:00,79,79,0.0,0.0,,0.0,0.0
1009,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,75,75,0.0,0.0,,0.0,0.0
1010,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,50,50,0.0,0.0,,0.0,0.0
1011,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,433,86,86.0,100.0,,61.0,100.0
1012,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,379,93,79.0,100.0,,46.0,61.0
1013,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,252,63,63.0,63.0,,63.0,
1014,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,322,93,86.0,60.0,,30.0,53.0
1015,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,252,63,63.0,63.0,,63.0,
1016,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,203,61,18.0,23.0,53.0,0.0,48.0
1017,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-06 00:00:00,297,61,65.0,100.0,,71.0,0.0
1018,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-07 00:00:00,90,29,29.0,32.0,,0.0,
1019,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-07 00:00:00,196,75,22.0,0.0,46.0,38.0,15.0
1020,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-07 00:00:00,62,25,22.0,0.0,15.0,0.0,0.0
1021,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-09 00:00:00,363,86,29.0,94.0,45.0,30.0,79.0
1022,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-09 00:00:00,229,50,43.0,9.0,,48.0,79.0
1023,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-09 00:00:00,75,75,0.0,0.0,,0.0,0.0
1024,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-09 00:00:00,131,18,29.0,46.0,,38.0,
1025,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-09 00:00:00,371,79,100.0,88.0,,56.0,48.0
1026,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-10 00:00:00,76,18,58.0,0.0,,0.0,0.0
1027,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-10 00:00:00,431,79,100.0,94.0,,79.0,79.0
1028,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-10 00:00:00,232,68,47.0,46.0,,0.0,71.0
1029,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-10 00:00:00,246,86,29.0,55.0,,30.0,46.0
1030,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-10 00:00:00,36,25,11.0,0.0,0.0,0.0,0.0
1031,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-11 00:00:00,118,0,43.0,37.0,15.0,0.0,23.0
1032,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-11 00:00:00,252,63,63.0,63.0,,63.0,
1033,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-11 00:00:00,252,63,63.0,63.0,,63.0,
1034,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-11 00:00:00,231,79,22.0,46.0,,46.0,38.0
1035,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-12 00:00:00,316,86,43.0,14.0,56.0,79.0,38.0
1036,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-12 00:00:00,75,75,0.0,0.0,,0.0,0.0
1037,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-12 00:00:00,36,36,0.0,0.0,,0.0,0.0
1038,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-12 00:00:00,263,75,61.0,0.0,82.0,30.0,15.0
1039,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-12 00:00:00,227,50,44.0,32.0,,63.0,38.0
1040,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,252,63,63.0,63.0,,63.0,
1041,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,371,86,93.0,29.0,38.0,46.0,79.0
1042,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,108,79,29.0,0.0,,0.0,0.0
1043,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,245,47,54.0,46.0,45.0,30.0,23.0
1044,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,245,75,29.0,65.0,,38.0,38.0
1045,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,261,93,40.0,57.0,,15.0,56.0
1046,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,175,11,79.0,70.0,,15.0,
1047,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,22,22,0.0,0.0,0.0,0.0,0.0
1048,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-13 00:00:00,183,47,29.0,46.0,,38.0,23.0
1049,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-14 00:00:00,295,50,43.0,51.0,,90.0,61.0
1050,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-14 00:00:00,351,54,93.0,62.0,15.0,56.0,71.0
1051,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-15 00:00:00,393,93,79.0,88.0,,100.0,33.0
1052,2021. 12 ~2022. 12,AI진단평가,중2,2022-05-15 00:00:00,64,0,0.0,18.0,23.0,23.0,0.0
